Bacteria	ko_id	count
Fusobacterium necrophorum	K01875	0.003985377045558036
Ruminococcus flavefaciens	K03737	0.003966015690401833
Clostridium aminophilim	K02906	0.0039607122078217216
Megasphera elasdenii	K14534	0.003956511398103471
Acidaminococcus fermentans	K04077	0.003945357960205461
Ruminococcus flavefaciens	K07284	0.003938732960664529
Clostridium cadaveris	K01761	0.003932152262134598
Fusobacterium necrophorum	K05601	0.0039279753548175445
Clostridium cadaveris	K02120	0.00392257775589153
Butyrivibrio proteoclasticus	K00975	0.003921638761488518
Fusobacterium necrophorum	K01876	0.003914537646517268
Megasphera elasdenii	K02899	0.003913650254590788
Clostridium cadaveris	K03521	0.003913062550570732
Bacteroides cellulosyliticus	K07386	0.003912582871512762
Bacteroides cellulosyliticus	K12257	0.003910533111527299
Clostridium aminophilim	K03407	0.0038962862938878126
Clostridium aminophilim	K15987	0.0038960792824724484
Clostridium aminophilim	K02314	0.0038888337590186044
Bacteroides uniformis	K01893	0.003888257480743216
Clostridium aminophilim	K02117	0.003882722901374055
Clostridium cadaveris	K02117	0.0038806082227360464
Bacteroides uniformis	K20265	0.0038705981321395687
Bacteroides uniformis	K03924	0.003867357341534596
Bacteroides cellulosyliticus	K11645	0.0038640889825265093
Clostridium aminophilim	K03522	0.0038637244508862604
Acidaminococcus fermentans	K03704	0.0038567929411202563
Ruminococcus flavefaciens	K02770	0.00384923303869122
Clostridium aminophilim	K02118	0.0038430517537686006
Bacteroides cellulosyliticus	K00700	0.003830733678982596
Butyrivibrio proteoclasticus	K08483	0.003829323314333374
Megasphera elasdenii	K02030	0.0038291762037360394
Agathobacter ruminis	K02945	0.003827991291173627
Fusobacterium necrophorum	K02032	0.003825842109970115
Agathobacter ruminis	K04077	0.003821694882076205
Butyrivibrio proteoclasticus	K15583	0.0038132792410987956
Clostridium aminophilim	K01778	0.0038125039196404914
Clostridium aminophilim	K07816	0.003799465353170213
Ruminococcus flavefaciens	K13280	0.0037973613241344658
Acidaminococcus fermentans	K02355	0.003796541462020429
Bacteroides cellulosyliticus	K20265	0.0037960987957826424
Megasphera elasdenii	K11717	0.0037929999886846377
Agathobacter ruminis	K16511	0.003783079556091933
Pseudobutyrivibrio sp	K03701	0.00377814501599253
Mix cultures	K02111	0.003762314239298801
Megasphera elasdenii	K02879	0.003746712006727785
Clostridium aminophilim	K02871	0.0037406328550837137
Agathobacter ruminis	K07816	0.003739966799465399
Fusobacterium necrophorum	K03327	0.003739251770646484
Ruminococcus flavefaciens	K01926	0.00373854018311191
Bacteroides uniformis	K06178	0.003733492812866376
Acidaminococcus fermentans	K03046	0.003722756676080849
Prevotella ruminicola	K19693	0.0037146941137747276
Ruminococcus flavefaciens	K00975	0.0037075041829459227
Agathobacter ruminis	K02111	0.0036997903469746657
Ruminococcus flavefaciens	K21636	0.003696528518879564
Bacteroides cellulosyliticus	K05601	0.0036914027743123684
Fusobacterium necrophorum	K03076	0.0036880832011252146
Fusobacterium necrophorum	K02952	0.003674935458206622
Fusobacterium necrophorum	K01624	0.0036709662492727126
Fusobacterium necrophorum	K03086	0.0036679840609632145
Clostridium aminophilim	K00927	0.0036658768136214586
Bacteroides uniformis	K15633	0.0036646147273403967
Clostridium aminophilim	K01653	0.003660677742996792
Prevotella ruminicola	K07315	0.003657516140808494
Bacteroides uniformis	K12573	0.0036552647483077574
Agathobacter ruminis	K03521	0.0036542747406352427
Bacteroides cellulosyliticus	K02217	0.003650138808217826
Bacteroides cellulosyliticus	K22214	0.003649717007153789
Bacteroides cellulosyliticus	K01322	0.003647239104182849
Clostridium aminophilim	K02996	0.0036461629920559934
Fusobacterium necrophorum	K04487	0.003642262093231863
Clostridium cadaveris	K07040	0.003627730676027125
Agathobacter ruminis	K04043	0.003622037708068547
Megasphera elasdenii	K09903	0.0036125908358050573
Pseudobutyrivibrio sp	K01449	0.003609421367565244
Acidaminococcus fermentans	K09825	0.003603351013030363
Agathobacter ruminis	K11754	0.0036030719300896115
Bacteroides uniformis	K01952	0.0035947006242578886
Mix cultures	K03527	0.003592758716036677
Bacteroides uniformis	K02115	0.0035891774748951994
Acidaminococcus fermentans	K01751	0.003579892172795855
Bacteroides uniformis	K00688	0.0035752011768709104
Acidaminococcus fermentans	K02986	0.0035747880877838117
Clostridium aminophilim	K01754	0.003567519700674463
Acidaminococcus fermentans	K15633	0.003565128565334308
Prevotella ruminicola	K03324	0.003564593415970043
Megasphera elasdenii	K02961	0.0035621817578143323
Prevotella ruminicola	K21571	0.0035615436969113554
Bacteroides cellulosyliticus	K01835	0.003557386774048402
Acidaminococcus fermentans	K00962	0.003553058318693449
Acidaminococcus fermentans	K02123	0.0035497830589300196
Butyrivibrio proteoclasticus	K03530	0.00354737353765819
Ruminococcus flavefaciens	K01884	0.0035464816886230117
Megasphera elasdenii	K02904	0.0035391974856236567
Megasphera elasdenii	K05601	0.0035379912112620455
Clostridium cadaveris	K01843	0.0035350496237000675
Agathobacter ruminis	K00962	0.003532987976925537
Bacteroides uniformis	K01442	0.003527703239066769
Clostridium cadaveris	K02986	0.0035253617189021807
Ruminococcus flavefaciens	K10112	0.003521168933765825
Megasphera elasdenii	K02895	0.003520650806122665
Bacteroides cellulosyliticus	K01803	0.003520579299464638
Clostridium aminophilim	K20965	0.0035154334485143347
Bacteroides uniformis	K02959	0.0035122517654411862
Megasphera elasdenii	K00962	0.0035077209809757292
Clostridium cadaveris	K02123	0.0035073258089581526
Megasphera elasdenii	K02884	0.0035038088832717376
Acidaminococcus fermentans	K02117	0.0034902298585614815
Clostridium cadaveris	K21471	0.003486643830520935
Megasphera elasdenii	K09825	0.003476237404938797
Acidaminococcus fermentans	K05919	0.0034732716608015966
Clostridium cadaveris	K03798	0.003465000894608802
Megasphera elasdenii	K02851	0.0034629906312261156
Megasphera elasdenii	K02112	0.003461450394609542
Prevotella ruminicola	K00688	0.0034603236917288773
Agathobacter ruminis	K01139	0.0034564137872969813
Bacteroides cellulosyliticus	K25026	0.0034394137256087615
Prevotella ruminicola	K02014	0.0034355851885265617
Clostridium aminophilim	K00789	0.003434110793257759
Megasphera elasdenii	K02996	0.003433057234105967
Clostridium aminophilim	K03702	0.003426813073890536
Bacteroides cellulosyliticus	K01868	0.0034245885880144194
Ruminococcus flavefaciens	K03282	0.003421670448207201
Fusobacterium necrophorum	K01881	0.0034141857429135017
Fusobacterium necrophorum	K01951	0.0034073984015409167
Clostridium aminophilim	K03763	0.0034065982948345303
Fusobacterium necrophorum	K01870	0.0034053613583640676
Acidaminococcus fermentans	K05808	0.0034045410828218263
Clostridium cadaveris	K02863	0.003403775993997905
Clostridium cadaveris	K02992	0.0034025445425324877
Bacteroides cellulosyliticus	K03924	0.0033955020156249075
Agathobacter ruminis	K07576	0.0033942653031902503
Megasphera elasdenii	K02838	0.0033868667226749772
Fusobacterium necrophorum	K02948	0.0033854111547972025
Acidaminococcus fermentans	K12574	0.003384656764664157
Agathobacter ruminis	K01449	0.003383720480991056
Clostridium cadaveris	K06412	0.0033808925241528977
Ruminococcus flavefaciens	K00688	0.003377102545132915
Mix cultures	K03046	0.0033744663481247504
Bacteroides uniformis	K02338	0.0033675807022024297
Fusobacterium necrophorum	K06213	0.0033654682108069114
Mix cultures	K07496	0.0033598343420413778
Agathobacter ruminis	K00857	0.003352834929603744
Bacteroides cellulosyliticus	K01915	0.003351849544881757
Clostridium cadaveris	K00600	0.0033518373294637457
Butyrivibrio proteoclasticus	K02111	0.0033495931194082217
Fusobacterium necrophorum	K03609	0.003348705701421883
Ruminococcus flavefaciens	K18332	0.003347651772352734
Megasphera elasdenii	K02601	0.0033444321894319498
Acidaminococcus fermentans	K01876	0.0033409478412222563
Bacteroides cellulosyliticus	K21574	0.0033358718191652567
Pseudobutyrivibrio sp	K03737	0.00333313998618823
Ruminococcus gnavus	K07481	0.003324733909898017
Butyrivibrio proteoclasticus	K02945	0.0033203995222339635
Clostridium cadaveris	K02950	0.003319661357474627
Clostridium cadaveris	K02012	0.0033138373421422694
Pseudobutyrivibrio sp	K07273	0.003303610952431677
Bacteroides cellulosyliticus	K03387	0.0032997144650294833
Clostridium cadaveris	K01270	0.0032968634844322293
Megasphera elasdenii	K07862	0.003290851333936933
Mix cultures	K03043	0.0032869881366226657
Butyrivibrio proteoclasticus	K02086	0.0032838041490056086
Mix cultures	K04043	0.0032719310756987134
Bacteroides uniformis	K01872	0.0032671829840521956
Agathobacter ruminis	K02469	0.0032627291455653426
Clostridium cadaveris	K02358	0.0032552857464284847
Clostridium aminophilim	K15633	0.003254788751196751
Clostridium aminophilim	K02398	0.003249753927278905
Butyrivibrio proteoclasticus	K02956	0.0032409234687369036
Megasphera elasdenii	K02316	0.0032408877176512817
Clostridium cadaveris	K03769	0.003237483810432145
Bacteroides cellulosyliticus	K12573	0.0032356545470691787
Fusobacterium necrophorum	K02030	0.0032305142760668173
Clostridium cadaveris	K03544	0.0032293317559043437
Bacteroides cellulosyliticus	K01784	0.003228766691236394
Pseudobutyrivibrio sp	K03798	0.0032234935675282722
Fusobacterium necrophorum	K02335	0.003220810130683376
Bacteroides cellulosyliticus	K06142	0.0032192710950944238
Bacteroides cellulosyliticus	K02337	0.0032185541816301096
Clostridium cadaveris	K01770	0.0032156799678255206
Bacteroides uniformis	K03545	0.003212644650913438
Ruminococcus gnavus	K10240	0.003212010716307204
Bacteroides cellulosyliticus	K01955	0.0032075178282456518
Bacteroides cellulosyliticus	K00849	0.003202002633935358
Bacteroides cellulosyliticus	K15633	0.0031977138712759134
Ruminococcus flavefaciens	K18331	0.003190870374079154
Acidaminococcus fermentans	K00927	0.003188373938435524
Clostridium aminophilim	K02946	0.003183219874868449
Acidaminococcus fermentans	K05592	0.0031819730500653714
Pseudobutyrivibrio sp	K02004	0.0031702799875529663
Agathobacter ruminis	K02112	0.003169386122285833
Fusobacterium necrophorum	K02867	0.003168084269841055
Clostridium aminophilim	K02876	0.0031679632066904063
Bacteroides cellulosyliticus	K01876	0.0031672065420953865
Bacteroides cellulosyliticus	K07085	0.003165604882312995
Bacteroides uniformis	K03696	0.003165210263608149
Clostridium aminophilim	K03671	0.003162088892693705
Megasphera elasdenii	K00927	0.0031616618532141535
Megasphera elasdenii	K07240	0.003156308375255719
Prevotella ruminicola	K03770	0.003155914024569252
Acidaminococcus fermentans	K01999	0.003155671217853471
Prevotella ruminicola	K00831	0.0031548236222242467
Megasphera elasdenii	K03798	0.0031532320174386553
Agathobacter ruminis	K07273	0.003151966974639986
Agathobacter ruminis	K00688	0.0031465352314674817
Clostridium cadaveris	K01269	0.0031436849988670783
Acidaminococcus fermentans	K03340	0.0031399100693472247
Ruminococcus flavefaciens	K00820	0.003136155267210771
Bacteroides uniformis	K00826	0.0031358480091100826
Clostridium cadaveris	K17686	0.0031353481829892314
Bacteroides uniformis	K03561	0.003119761419021867
Bacteroides cellulosyliticus	K07114	0.003113013317988039
Megasphera elasdenii	K00925	0.003110076525363511
Agathobacter ruminis	K01872	0.003107384087139492
Clostridium cadaveris	K03091	0.0031033144145789743
Fusobacterium necrophorum	K00798	0.0030979252272677286
Clostridium aminophilim	K00962	0.003092985599406377
Mix cultures	K00833	0.0030915929241396908
Bacteroides uniformis	K01955	0.003089166673085241
Clostridium cadaveris	K02886	0.003088905924592865
Prevotella ruminicola	K01190	0.003088837242814764
Bacteroides uniformis	K01258	0.0030886120341312717
Fusobacterium necrophorum	K00975	0.0030792062826220184
Bacteroides uniformis	K02945	0.003073873259151532
Megasphera elasdenii	K03545	0.0030718180745146527
Agathobacter ruminis	K01006	0.0030694511339215903
Prevotella ruminicola	K02003	0.003063706876269712
Clostridium aminophilim	K00053	0.003062086184764068
Mix cultures	K18929	0.003059238339430465
Ruminococcus gnavus	K02355	0.0030576666512367066
Fusobacterium necrophorum	K03111	0.0030548747805928655
Bacteroides uniformis	K06207	0.0030533319753486164
Megasphera elasdenii	K00059	0.003050534769189736
Ruminococcus flavefaciens	K01596	0.00304861174792595
Pseudobutyrivibrio sp	K02358	0.0030446714111258383
Bacteroides cellulosyliticus	K00240	0.003044134279651937
Prevotella ruminicola	K04078	0.0030429210815680415
Butyrivibrio proteoclasticus	K02112	0.0030402485011920373
Agathobacter ruminis	K01876	0.003039338421617056
Clostridium cadaveris	K00962	0.0030376450174045043
Butyrivibrio proteoclasticus	K18682	0.0030364442364044573
Bacteroides cellulosyliticus	K00525	0.0030323482631716804
Agathobacter ruminis	K03076	0.003029719089038451
Bacteroides cellulosyliticus	K01736	0.003027750842534672
Agathobacter ruminis	K02400	0.003026654903940223
Mix cultures	K00432	0.0030206673199802262
Acidaminococcus fermentans	K08483	0.0030147851709737966
Bacteroides uniformis	K25026	0.003003556999812318
Acidaminococcus fermentans	K18979	0.002997793721845755
Pseudobutyrivibrio sp	K21636	0.002994715414368322
Fusobacterium necrophorum	K02884	0.0029938277155766874
Butyrivibrio proteoclasticus	K13626	0.0029784498737459625
Clostridium aminophilim	K03615	0.002974410347477242
Prevotella ruminicola	K00927	0.002972113079289237
Fusobacterium necrophorum	K02909	0.0029716572474677025
Bacteroides cellulosyliticus	K07001	0.0029708596271985624
Fusobacterium necrophorum	K03699	0.0029706876622605837
Bacteroides cellulosyliticus	K00036	0.002969909947353872
Bacteroides uniformis	K00290	0.0029668259589603137
Clostridium cadaveris	K02956	0.002965921442208795
Acidaminococcus fermentans	K01951	0.0029653902635771116
Megasphera elasdenii	K01881	0.002964138024551511
Bacteroides uniformis	K03559	0.002957179423384077
Megasphera elasdenii	K07584	0.0029566708437498476
Clostridium aminophilim	K07149	0.002952420240324305
Acidaminococcus fermentans	K06416	0.002952222721787083
Agathobacter ruminis	K03070	0.0029521067952297452
Clostridium aminophilim	K07493	0.0029475679017326056
Clostridium cadaveris	K07240	0.0029414629706531192
Butyrivibrio proteoclasticus	K06320	0.002941068837137564
Agathobacter ruminis	K02399	0.002937718988185523
Bacteroides uniformis	K03070	0.0029341955901872052
Bacteroides cellulosyliticus	K03553	0.0029292196546626833
Agathobacter ruminis	K01715	0.0029290525816196332
Fusobacterium necrophorum	K05939	0.0029263673707562716
Clostridium cadaveris	K14534	0.002923949628248609
Bacteroides cellulosyliticus	K01810	0.0029188229299581484
Acidaminococcus fermentans	K02340	0.0029178574327971976
Bacteroides cellulosyliticus	K00639	0.0029096950748478227
Megasphera elasdenii	K22927	0.002908514857530083
Acidaminococcus fermentans	K03043	0.002902495300708831
Bacteroides cellulosyliticus	K03797	0.00289447983435599
Megasphera elasdenii	K02892	0.002893817864436237
Megasphera elasdenii	K06972	0.0028932829649982654
Megasphera elasdenii	K01791	0.002888273320710239
Bacteroides cellulosyliticus	K02115	0.0028876491278001246
Mix cultures	K02886	0.0028873372180852896
Bacteroides cellulosyliticus	K09825	0.002886015769851186
Megasphera elasdenii	K01624	0.0028821990961358413
Bacteroides cellulosyliticus	K00948	0.002879202665005714
Mix cultures	K02863	0.0028786413003657712
Mix cultures	K02770	0.0028734695772005916
Clostridium aminophilim	K01615	0.0028715258875845265
Clostridium aminophilim	K03657	0.0028704464691484692
Megasphera elasdenii	K05592	0.002868819750137421
Acidaminococcus fermentans	K02884	0.0028680635089826326
Fusobacterium necrophorum	K05808	0.0028654479593862047
Fusobacterium necrophorum	K06881	0.002862712939695685
Fusobacterium necrophorum	K00962	0.0028621248080915093
Megasphera elasdenii	K03546	0.0028599483837725443
Fusobacterium necrophorum	K05919	0.0028549717284527586
Bacteroides uniformis	K03168	0.0028508163135270814
Ruminococcus flavefaciens	K00927	0.0028494944816465787
Bacteroides uniformis	K00602	0.002834399621735642
Mix cultures	K03407	0.002832669728992763
Agathobacter ruminis	K13993	0.00283245158361153
Agathobacter ruminis	K10947	0.0028307144042630274
Acidaminococcus fermentans	K01689	0.0028304229602293188
Megasphera elasdenii	K02335	0.002828311742993035
Clostridium cadaveris	K00111	0.00282704945209845
Acidaminococcus fermentans	K03310	0.002826898315204715
Bacteroides cellulosyliticus	K01858	0.0028226861772150747
Fusobacterium necrophorum	K03722	0.002822071121050212
Fusobacterium necrophorum	K02337	0.002821014027611585
Bacteroides cellulosyliticus	K17609	0.0028167532722574115
Bacteroides uniformis	K02039	0.0028051296890692235
Prevotella ruminicola	K00764	0.0028046511316476654
Clostridium aminophilim	K12257	0.002799650681649235
Clostridium cadaveris	K02469	0.002790059447261882
Bacteroides cellulosyliticus	K02967	0.0027899771562798106
Clostridium cadaveris	K07037	0.002785791594686716
Agathobacter ruminis	K03407	0.002785502187918736
Butyrivibrio proteoclasticus	K01006	0.0027806074294396753
Bacteroides cellulosyliticus	K01880	0.002773325991649801
Ruminococcus flavefaciens	K00702	0.0027680652652171574
Acidaminococcus fermentans	K00626	0.0027639534752842
Megasphera elasdenii	K03306	0.0027629380383272307
Prevotella ruminicola	K00615	0.0027620232149726007
Butyrivibrio proteoclasticus	K03407	0.0027574717104325965
Acidaminococcus fermentans	K01039	0.002754942354513751
Agathobacter ruminis	K00074	0.0027540220710125384
Bacteroides cellulosyliticus	K02879	0.0027509664927516777
Clostridium aminophilim	K23675	0.0027504333565752824
Ruminococcus flavefaciens	K03527	0.0027498382391772883
Prevotella ruminicola	K03286	0.0027462634935799413
Megasphera elasdenii	K03531	0.002745926107929275
Fusobacterium necrophorum	K02902	0.002741604124265317
Bacteroides cellulosyliticus	K00895	0.0027415575474097793
Mix cultures	K07391	0.0027392983263981527
Acidaminococcus fermentans	K01012	0.0027385328043284503
Prevotella ruminicola	K08681	0.0027381025135290392
Pseudobutyrivibrio sp	K02111	0.0027360633068758177
Clostridium aminophilim	K02986	0.002734061632704063
Clostridium aminophilim	K22927	0.0027308751994560487
Mix cultures	K08483	0.0027289489924841094
Mix cultures	K03545	0.0027288817372016433
Mix cultures	K03544	0.002728029830699551
Megasphera elasdenii	K05311	0.0027265058430247105
Megasphera elasdenii	K00615	0.002726478491395021
Megasphera elasdenii	K00873	0.0027252065812778154
Fusobacterium necrophorum	K06949	0.002724678825483554
Agathobacter ruminis	K14155	0.002722351049965056
Bacteroides cellulosyliticus	K06207	0.0027222057091790324
Agathobacter ruminis	K02004	0.0027205552521470987
Mix cultures	K00962	0.002719320519600498
Agathobacter ruminis	K06180	0.0027183120325267526
Mix cultures	K00615	0.0027171166085501464
Megasphera elasdenii	K15633	0.0027160836757096807
Ruminococcus flavefaciens	K22452	0.00271595824789847
Acidaminococcus fermentans	K02118	0.0027152402209347257
Agathobacter ruminis	K01005	0.002713507804831998
Bacteroides cellulosyliticus	K03770	0.0027077402060704473
Prevotella ruminicola	K02004	0.002706923821476534
Agathobacter ruminis	K08602	0.0026991935207888026
Clostridium aminophilim	K06923	0.0026953936228771595
Bacteroides uniformis	K06204	0.002689746193470776
Fusobacterium necrophorum	K01885	0.0026885611966220957
Fusobacterium necrophorum	K06207	0.0026866794845783765
Fusobacterium necrophorum	K01892	0.0026816015282474237
Mix cultures	K21636	0.002681505374966995
Bacteroides cellulosyliticus	K02935	0.0026743683865646383
Prevotella ruminicola	K01915	0.0026735813622706583
Megasphera elasdenii	K08309	0.0026702043851989793
Bacteroides uniformis	K00240	0.002667163289576305
Clostridium aminophilim	K01005	0.002662315369467969
Acidaminococcus fermentans	K02469	0.002657116829396923
Agathobacter ruminis	K04759	0.002655635616314057
Fusobacterium necrophorum	K07795	0.002653919050920445
Megasphera elasdenii	K01955	0.002647477804727467
Bacteroides cellulosyliticus	K01890	0.002644309236443214
Ruminococcus gnavus	K07484	0.002644125941021891
Clostridium aminophilim	K01999	0.0026285707723763224
Bacteroides cellulosyliticus	K01939	0.002618304852846044
Bacteroides uniformis	K02111	0.0026167667349539466
Clostridium cadaveris	K04835	0.0026151719341980205
Megasphera elasdenii	K02959	0.002606568177525935
Pseudobutyrivibrio sp	K03076	0.0026052042727917816
Bacteroides uniformis	K02469	0.0026030753522283756
Bacteroides uniformis	K01738	0.0026006997359143843
Fusobacterium necrophorum	K03311	0.0025973272328286847
Butyrivibrio proteoclasticus	K03040	0.002594322506960874
Bacteroides uniformis	K00971	0.002591043778189207
Megasphera elasdenii	K02988	0.002587490515963854
Bacteroides cellulosyliticus	K02887	0.0025859729195320323
Clostridium cadaveris	K00134	0.0025726468963800085
Bacteroides cellulosyliticus	K00602	0.002571406173149733
Clostridium cadaveris	K07090	0.0025688944862561087
Acidaminococcus fermentans	K21636	0.002565259924864211
Megasphera elasdenii	K03544	0.0025608591351323224
Fusobacterium necrophorum	K02357	0.0025587505362825867
Prevotella ruminicola	K16692	0.002558475764725999
Fusobacterium necrophorum	K01868	0.002556618285749321
Agathobacter ruminis	K02879	0.002555899795695782
Megasphera elasdenii	K03705	0.0025520892133780023
Agathobacter ruminis	K03040	0.0025517265970007932
Bacteroides uniformis	K21908	0.0025511222052453713
Butyrivibrio proteoclasticus	K00575	0.002550904267537402
Bacteroides cellulosyliticus	K02338	0.002547267983600744
Butyrivibrio proteoclasticus	K18890	0.002544825714018116
Agathobacter ruminis	K01338	0.0025438808007869134
Clostridium cadaveris	K00249	0.00254380331068574
Agathobacter ruminis	K03695	0.0025425500705906507
Prevotella ruminicola	K07263	0.0025418982415745845
Agathobacter ruminis	K05366	0.002540217434535874
Ruminococcus gnavus	K05808	0.002537138957282445
Clostridium aminophilim	K03696	0.0025362121578141597
Butyrivibrio proteoclasticus	K00048	0.0025349428957112496
Pseudobutyrivibrio sp	K02414	0.0025331350346617394
Bacteroides uniformis	K00648	0.0025295286883662603
Bacteroides cellulosyliticus	K01798	0.0025265797787371183
Ruminococcus flavefaciens	K03040	0.0025235208586078107
Fusobacterium necrophorum	K00703	0.0025221714560212014
Fusobacterium necrophorum	K03798	0.0025213451735679624
Fusobacterium necrophorum	K03596	0.0025164631192749866
Bacteroides cellulosyliticus	K09800	0.0025150458812663325
Mix cultures	K01869	0.0025110086258509946
Fusobacterium necrophorum	K03799	0.0025100417148555963
Clostridium cadaveris	K10670	0.002507603428725047
Agathobacter ruminis	K06926	0.002503358120054919
Bacteroides cellulosyliticus	K03076	0.0025024728610560545
Acidaminococcus fermentans	K02879	0.0025000207405408877
Butyrivibrio proteoclasticus	K03522	0.0024996500696655988
Bacteroides cellulosyliticus	K03168	0.0024988844810415398
Bacteroides cellulosyliticus	K03668	0.0024952119291626537
Clostridium aminophilim	K02029	0.002491274590257124
Mix cultures	K00128	0.0024866617391869185
Ruminococcus flavefaciens	K06897	0.002483590154237412
Clostridium aminophilim	K02123	0.0024834138538987675
Clostridium aminophilim	K15509	0.0024817483899001727
Bacteroides cellulosyliticus	K04079	0.002481658517255791
Clostridium aminophilim	K01745	0.002478913969548735
Agathobacter ruminis	K07335	0.0024781452379613557
Mix cultures	K02399	0.002477126837953125
Prevotella ruminicola	K03070	0.002473765132548372
Prevotella ruminicola	K20608	0.0024707665260996063
Clostridium aminophilim	K06351	0.0024682572110150693
Bacteroides cellulosyliticus	K00762	0.0024636605536547955
Clostridium aminophilim	K02956	0.002463426362873236
Pseudobutyrivibrio sp	K03657	0.0024563902065014576
Megasphera elasdenii	K01756	0.002455014363704488
Prevotella ruminicola	K12257	0.002453916402361941
Mix cultures	K02867	0.002451054183991574
Agathobacter ruminis	K22927	0.0024502827480753506
Pseudobutyrivibrio sp	K00789	0.002449990013591212
Ruminococcus flavefaciens	K20628	0.0024492516681426223
Fusobacterium necrophorum	K02906	0.002447265830325849
Agathobacter ruminis	K03631	0.0024465204399763034
Megasphera elasdenii	K00385	0.0024437224295622375
Ruminococcus flavefaciens	K02982	0.002442098535726896
Acidaminococcus fermentans	K03733	0.0024420802315279462
Mix cultures	K02986	0.0024417489359838847
Bacteroides cellulosyliticus	K01847	0.002441221499041438
Fusobacterium necrophorum	K07137	0.002440805386391739
Bacteroides cellulosyliticus	K00346	0.002440308163227411
Megasphera elasdenii	K02954	0.0024391299481225886
Megasphera elasdenii	K02469	0.0024381616501268745
Fusobacterium necrophorum	K01915	0.0024371687890246607
Fusobacterium necrophorum	K01874	0.002436248924950324
Clostridium aminophilim	K03798	0.0024323887657348633
Prevotella ruminicola	K00702	0.002429126786549703
Clostridium aminophilim	K02982	0.002426065690161001
Bacteroides cellulosyliticus	K00031	0.0024242129114265556
Agathobacter ruminis	K02470	0.0024234433301346045
Clostridium cadaveris	K00248	0.0024212275949435018
Fusobacterium necrophorum	K19955	0.0024162070585299045
Mix cultures	K18682	0.0024155912274836226
Clostridium aminophilim	K02988	0.002414950281679742
Clostridium aminophilim	K00248	0.002412903554130222
Pseudobutyrivibrio sp	K16919	0.0024107265546897344
Fusobacterium necrophorum	K01756	0.002410253363528971
Prevotella ruminicola	K01870	0.002409738069852571
Acidaminococcus fermentans	K02886	0.002407648439801748
Fusobacterium necrophorum	K01879	0.002404510463038488
Bacteroides uniformis	K00721	0.002403115856312874
Mix cultures	K03798	0.0024020117851735003
Fusobacterium necrophorum	K03495	0.002401127480999303
Agathobacter ruminis	K09772	0.0023992955735096955
Fusobacterium necrophorum	K07084	0.0023976804192483896
Clostridium cadaveris	K01835	0.0023975490900201477
Megasphera elasdenii	K04043	0.002397477752281661
Clostridium aminophilim	K07793	0.0023964050673971173
Ruminococcus flavefaciens	K03969	0.002395366231392892
Megasphera elasdenii	K03311	0.0023883928619154657
Bacteroides uniformis	K18682	0.002384030146484411
Ruminococcus gnavus	K19824	0.0023758580802986672
Mix cultures	K00688	0.0023756526651840097
Bacteroides uniformis	K07263	0.002370799633218435
Butyrivibrio proteoclasticus	K03412	0.0023670383612550516
Clostridium cadaveris	K15789	0.002362768171941413
Fusobacterium necrophorum	K04486	0.002357589464943804
Acidaminococcus fermentans	K07105	0.0023566242153653873
Agathobacter ruminis	K02495	0.0023556717303781344
Bacteroides cellulosyliticus	K07277	0.002353492316407544
Megasphera elasdenii	K02078	0.0023511964598123642
Clostridium cadaveris	K06397	0.0023498078667879597
Agathobacter ruminis	K09974	0.0023491097165531044
Clostridium cadaveris	K02028	0.0023480308385645625
Ruminococcus flavefaciens	K03545	0.0023468950143563424
Ruminococcus gnavus	K03046	0.0023434418246269894
Butyrivibrio proteoclasticus	K02390	0.0023422279387273538
Acidaminococcus fermentans	K00656	0.0023389511131901345
Megasphera elasdenii	K01270	0.00233856942671435
Mix cultures	K12574	0.0023338070235532763
Megasphera elasdenii	K06207	0.0023319512938899637
Pseudobutyrivibrio sp	K01835	0.002331299010938332
Bacteroides cellulosyliticus	K07462	0.002329342797350734
Bacteroides uniformis	K00639	0.0023288400611028905
Clostridium aminophilim	K00133	0.0023255212305361957
Ruminococcus flavefaciens	K01870	0.0023243112368901827
Megasphera elasdenii	K02111	0.0023233098290053
Clostridium aminophilim	K02519	0.002321748826075304
Agathobacter ruminis	K01915	0.0023181152218204417
Bacteroides cellulosyliticus	K21571	0.0023138402538547156
Clostridium aminophilim	K01803	0.0023029932900176216
Agathobacter ruminis	K15633	0.002297353646023549
Clostridium aminophilim	K03315	0.00229548720355875
Mix cultures	K02990	0.0022892717837783355
Clostridium aminophilim	K02926	0.0022864316042988287
Prevotella ruminicola	K02357	0.0022841032746639513
Bacteroides cellulosyliticus	K00789	0.0022816269575199545
Fusobacterium necrophorum	K01153	0.002279999221100354
Acidaminococcus fermentans	K07738	0.0022782174892520355
Bacteroides cellulosyliticus	K00265	0.00227443717192578
Bacteroides cellulosyliticus	K00290	0.0022722548373687182
Agathobacter ruminis	K07718	0.0022706455161025886
Prevotella ruminicola	K01756	0.0022696384060559857
Agathobacter ruminis	K07720	0.0022685697905714796
Pseudobutyrivibrio sp	K02863	0.002267642002411876
Fusobacterium necrophorum	K07478	0.0022658707155758795
Bacteroides cellulosyliticus	K01190	0.002265677995020698
Clostridium aminophilim	K00820	0.0022636928600563806
Pseudobutyrivibrio sp	K03070	0.0022632155216865263
Megasphera elasdenii	K00688	0.002261117476419501
Bacteroides uniformis	K06881	0.0022610347530567015
